,TOPIC,REPLY,VIEW,LATEST UPDATE,POSTER,EPISODE URL,Authors,COMMENT
0,About the Episodes category,1,355," June 15, 2018 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/about-the-episodes-category/17,['mpubot'],"['Discussions about the Mac Power Users podcast episodes, hosted by @MacSparky and @ismh.', 'Powered by Discourse, best viewed with JavaScript enabled']"
1,"547: Of a Certain Age, with Jim Metzendorf",3,176," August 3, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/547-of-a-certain-age-with-jim-metzendorf/18589,"['mpubot', 'Benjamin_D', 'bowline']","['This week, the editor of Mac Power Users, Jim Metzendorf, talks to Stephen and David about his background in audio and photography, and how the gear and workflows have changed in those fields over the years.', 'What are the reasons to use Youtube in app instead for using it i Safari?I use it only in Safari and would like to know if I‘m missing out on anything.', 'The UI is slightly better, try it out for yourself and see.', 'But I also use YouTube in browser, for reasons of privacy and ad-blocking.', 'Powered by Discourse, best viewed with JavaScript enabled']"
2,545: State of the Apple Watch,25,486," August 2, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/545-state-of-the-apple-watch/18372,"['mpubot', 'MitchWagner', 'missionpk1', 'tjluoma', 'cornchip', 'Mr.MacMyLifeUp', 'WayneG', 'gabe', 'webwalrus', 'gabe', 'BBech', 'dgm885', 'MitchWagner', 'Mr.MacMyLifeUp', 'MitchWagner', 'Mr.MacMyLifeUp', 'MacSparky', 'gabe', 'Milehigh', 'Milehigh']","[""The Apple Watch has undergone massive changes since its introduction in 2014. This week, Stephen and David review some of that history, then launch into a conversation of the platform's strengths and weaknesses and how they use their Watches."", 'I’m still using my first generation Apple Watch and have been uncertain whether to upgrade.', 'I haven’t listen to this episode yet.', 'This one is going to cost me money isn’t it?', 'Great episode.', 'I just wanted to chime in to say that Apple Pay is probably the primary reason I carry my watch. Pre-covid that was mostly for the convenience of being able to use it when I grabbed a bite to eat or drink when out exercising. Nowadays, it is more about easily avoiding contact during payment. Either way, though, I find it much more convenient that using the phone, especially now that a FaceID unlock is difficult/impossible with a mask.', 'I’ve never been able to wear a watch because I really don’t like having something on my wrist (I don’t even like wearing long-sleeve shirts).', 'I would love an Apple Watch, but I know I wouldn’t wear it consistently, which is too bad, because I would love its functionality.', 'This gave me mixed feelings about listening to this show, because as much as I would like those things, I have to fight the temptation to think “Well maybe if I spent more money on a watch, I would wear it” which definitely is not true.', 'Even as a non-watch-wearer, I am not-surprised-but-still-disappointed that Apple hasn’t allowed for 3rd party watch faces.', 'This is a decision which I suspect would immediately change if Apple had any competition in the smart watch category, but because they have effectively none, it’s easier for them not to do it.', 'I still love spending all day wearing the watch, with my phone at home on my nightstand. It feels freeing like in the early days of iPhone. However, I believe the watch is ultimately a transient product between the phone and something more miniaturized and intelligent unless it becomes much better at text input.', 'I don’t have an iPhone, but I really, really want an Apple Watch. I hope someday apple makes it so that you don’t need an iPhone to use it.', 'This one is going to cost me money isn’t it?', 'That depends on whether you buy what you need or buy what you want, doesn’t it', 'My Series 2 still does everything I need so an upgrade is easy to resist.   And that’s a good thing considering a 2020 iPad Pro wasn’t.', 'I know in a previous episode @MacSparky mentioned wearing his watch with the crown “in” and I have to say this is a game-changer especially for the hand washing function in Apple Watch 7', 'I hope someday apple makes it so that you don’t need an iPhone to use it.', 'It really works synergistically with the phone - I don’t mind having to have a phone for the watch.', 'I’m not sure what it would look like without an iPhone.', 'My gripe with with how most payment machines work is even when I use Apple Pay there are dialogs that require me to touch them either before (“would you like to donate” or after (“asking for pin, payment amount, etc) giving my payment info that it sort of renders the point of being contactless pointless.', 'Here’s how I’d like to see scrolling via the digital crown work when you are using the watch - give me the ability to scroll and change the complication(s) in view, one or more of them. In this way you could include up to 8 complications on a single watch face. That would be useful.', 'It would look like a very small iPhone that you can wear on your wrist.', 'Lol, bruh, that would be legit!', 'It’s ALREADY a small iPhone you can wear on your wrist. It just requires a bigger iPhone. For now at least.', 'I just want to be able to sign in with my Apple ID, no phone required, and have it work', 'I know in a previous episode @MacSparky mentioned wearing his watch with the crown “in” and I have to say this is a game-changer especially for the hand washing function in Apple Watch 7', 'Team Crown-in, all the way!. It’s also nice because it helps you accidentally setting off Siri when you rest on a table, palm down.', 'Walgreens is the only purely touchless payment option I have that also includes a membership. Both are part of Apple Pay and I love it. Safeway is the worst with yea donate, card number, pin…', 'Yes, few terminals or stores allow a fully touch-less experience, Trader Joes seems to be one of only a few. You always seem to have to sign if using it as a credit card or enter your bloody PIN, kind of defeats the whole purpose of having contacts  It seems to be down to the banks and legal nonsense.', 'Just got series 3 on Amazon $168 new. Love it.', 'Powered by Discourse, best viewed with JavaScript enabled']"
3,542: Beta Tales,62,943," July 31, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/542-beta-tales/18034,"['mpubot', 'ismh', 'professorgadgets', 'MitchWagner', 'tjluoma', 'cheekyjeremy', 'philstollery', 'philstollery', 'philstollery', 'KillerWhale', 'philstollery', 'Benjamin_D', 'philstollery', 'Benjamin_D', 'acavender', 'Wolfie', 'Benjamin_D', 'ismh', 'MitchWagner', 'MitchWagner']","[""It's beta season, and David and Stephen have reported for duty with reports of new features and general thoughts on macOS Big Sur, iOS and iPadOS 14 as well as watchOS 7. Plus, a brief announcement about something coming in July."", 'Don’t be like David.', 'I haven’t listened yet but just looking at the show notes I’m so tempted to install the beta! Must resist!', 'After listening to this episode, I’ve gone from “will not install the betas this year” to “will install iPadOS when it goes to public beta, iOS on the phone in late August.”', 'Like everyone else (well, several podcasters, at least), I’m going all-(public) beta this summer, because I’m home 99% of the day anyway, so battery problems won’t be as big of a deal. Also, I did the iOS betas last year which was terrible, so whatever happens this year will be fine, I’m sure.', 'You can use Dropbox without the kernel extension stuff. In fact, I installed Dropbox on a couple Macs and did not even give it my admin password once. It complains every reboot about wanting to “fix permissions” and Smart Sync doesn’t work, but I’m not using Smart Sync on these computers anyway.', '@MacSparky - if Hazel can’t rename, you can still use shell scripts to rename files. Let me know if you need help with that (although Paul Kim will probably have the fixed soon anyway).', 'Dropbox has a beta update that fixes the problem for those who have it installed.', 'iOS 14 and my banking apps are not happy. Warning to those thinking about being David.', 'image828×1792 415 KB', 'Unlike David, you can clear up the other app icons by page. Just hide pages don’t do each app in turn.', 'I want this so badly! But I won’t be like David.', 'As they said in 2001: Oh my god, it’s full of stars…', '(What’s your email app down right, by the way? Preside?)', '@KillerWhale Edison. Made in Germany - broken on macOS 11', 'Fast and secure mail for Gmail, Outlook, and more.', 'It’s "" putting more wood behind fewer arrows"", haha:). It means putting more resources in fewer projects.', 'The straighter you shoot your arrow, the deeper penetration you get. That is the same philosophy behind increasing sales through vertical marketing. If you provide the exact product/service that your target market wants and needs, in a way they want...', 'I think David got it right - as an English (UK) speaker.', 'D👿n it you might be right, there seem to be several versions floating around on the internet:)', 'The only thing keeping me from jumping in on everything except the watch is that I don’t have a paid developer account — and it seems irresponsible to drop $99 on one when a few weeks of patience will get me to the public beta.', 'Not that the temptation hasn’t crossed my mind. The devil on one shoulder says “Oooh, shiny!” But the angel on the other says “Be a financially responsible grownup.” Sigh.', 'As much as I’m tempted this year I will not be installing the betas.', 'I’m a recovering beta user, and I’m not falling off the wagon. Not today, Satan!', 'I have patience. I’ll enjoy the finished product when all you preemptive adopters are bored of it and waiting for your next fix.', 'That was the funniest post I have read so far on this forum. It’s one of these, “It’s funny because it’s true” things. Thanks for that!', 'Oh yeah, definitely wait for the public beta. Spend that $99 on something wiser.', 'Same here, more or less. I also figure that waiting for the public beta will save time, and get me to software that’s that much more mature.', 'I wish I could heart this post twice.', 'Powered by Discourse, best viewed with JavaScript enabled']"
4,546: The Best Listeners,24,558," July 31, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/546-the-best-listeners/18486,"['mpubot', 'MereCivilian', 'drhcc', 'tjluoma', 'cornchip', 'paulcg', 'paulcg', 'MereCivilian', 'RDK', 'ldebritto', 'DRG', 'ourstanley', 'Brad', 'Patch', 'Brad', 'Patch', 'RichardC', 'ryanjamurphy', 'bowline', 'Patch']","['On this feedback show, David and Stephen go through some listener email, revisit notes apps and discuss remote troubleshooting iOS devices.', 'This has the best title of all MPU episodes👌. Feedback shows are great. Listening as we speak', 'Love the episode title  - listening to it right now!', '(And I just realized how long I’ve been continuously listening to this podcast after mentioning it in conversation to a friend today! I started listening to MPU from the very beginning by syncing the episodes from iTunes onto my iPod Classic back when I was still in middle school. And I’m still listening to MPU today - but now as a law student. Kinda crazy that it’s been more than 10 years at this point!)', 'As good as this title was, they did miss an opportunity for what I would argue would have been an even better title:', '”Kill The Rampant Daemon”', 'We’re definitely overdue for another massive DevonThink episode! It’s been too many years. (Work in DevonAgent, too.)', 'Me too. I have the 80GB iPad Classic, built like a small brick. Back when the “wheel” was invented, haha.I remember going on a 650km road trip listening to the first 7 episodes - I was late to the party', 'I don’t know what previous discussion there has been on the forum regarding Obsidian, but it is not the same as RoamResearch and shouldn’t be grouped with “research” app’s. Obsidian is 100% a note-taking app and in no way attempts to be a clone of Roam, contrary to the comments of some out there.Using Obsidian over the last few months, it has replaced any thoughts I’ve had of using Bear or Ulysses, etc. for note-taking and I have in the past used them all. Obsidian uses your nominated folder of markdown files, not a database of small data units that can be as easily manipulated and re-organised as blocks in Roam are.', 'You could use Obsidian for research, but it’s a note-taking app, whereas Roam is a better research app that you could use for note-taking… big difference.', 'The interview with @MacMarty is golden. More of this please', 'As David mentioned it could really help if people had sent feedback to Apple.', 'It’s very annoying when you don’t know if the app have support for VoiceOver or not.', 'On that Apple TV áudio source thing: you could just hold the play/pause button on the Home Screen and it will pop the audio source menu.', 'Second way to do it is, inside a movie, just swipe down and select audio. It will show there.', 'After consuming MPU #546, Focused #103 on Systems, and Bookworm #68 (again) on Taking Smart Notes, I began considering how to better pull together my many reading notes in Apple Notes into a collection in DevonThink 3 Pro to possibly build a digital slip box.  I discovered the share feature in Notes will allow me to send a single note to DT, but the are feature is greyed out/unavailable when multiple notes are selected.  I’m not doing 400+ notes individually.  Has anyone found a way to bulk transfer these notes to DT -and the bonus round would be getting DT to add tags from Notes.', 'Any ideas would be really appreciated!Dave', 'So it’s a long time since I’ve used Live Scribe (I had one of the original ones which stopped being supported), but one of the best features for me was that you could record audio as well whilst taking notes and later you could go back and tap any point in your note and it would play the audio from when you were making the note. So, say you were following a lecturer explaining a concept or principle and your note didn’t make perfect sense when you looked back at it later, you could just ‘tap’, and hear what was being said at the time.', 'Notability has some similar audio features, although I’ve not used them so can’t really comment on any differences.', 'The text replacement multi-line sync tip in this episode was great. I am forced to use Outlook on iOS and am looking for a place to expand multiline text as a bandaid for TextExpander and getting multi-line support helps. To be clear, I am aware that TextExpander has an app on iOS, some mail clients do natively support it, and I can use the TE keyboard but, I just needed a simple solution for a couple multi-line text responses specifically in Outlook. Pasting the text into system preferences on the Mac worked as advertised.', 'Great episode. Regarding Stephen’s comments around the Yeti Blue microphone: I use this for videoconferencing and general recording and bought it at the time because I was under the impression that it was one of the “best” (and it happened to be on sale). Is there a better microphone that you’d recommend? I’m not a professional podcaster or broadcaster, but I am looking for good quality for calls, teleconferencing, and the occasional video voiceover. Thanks!', 'Hi @Patch! I am not an expert so I will defer to those more experienced. I suspect that for your use case, the blue yeti is fine (I have the same mic and use it for the same things). But, you might also be interested in this thread: Entry level Microphones for podcasting', 'Thanks, @Brad! That was a useful thread. I guess I’ll stick with the Yeti (which I have on a boom, by the way) until either my needs change or something better comes along.', 'One interesting note: I also have a Jabra wireless headset and I’ve been told by others on conference calls that the sound is better through my Jabra mic than the Yeti, which seems to be rather hollow or echo-ey . That may be an issue with my home office — I probably need to add some carpet and sound deadening materials.', 'My opinion for translating talk to podcast the Blue Yeti is excellent. If you not having problems keep using it. Typical problem with the mike is it’s sensitivity to sounds in the room. Example heater fans and traffic noise. Just depends on the environment.', 'I find that the attention paid to high quality mics doesn’t really translate to high quality podcasts. Content matters most; some of my favourite episodes across all my podcast listening have included people calling in on fuzzy phone lines.', 'Buying a fancy mic and XLR set-up before you’ve developed a good show with an audience might be like buying the best running shoes because you’ve decided to be a runner, even if you’ve never run a race.', 'That said, some of the options look real nice…', 'Typical problem with the mike is it’s sensitivity to sounds in the room. Example heater fans and traffic noise. Just depends on the environment.', 'In home scenarios it is nearly impossible to eliminate room interference entirely so the first best option is to be in the best room in the house - clap your hands, listening for flutter reflections, and choose the room with the least echoes.', 'Then treat the room. You don’t need to buy expensive pre-made acoustic treatments, but some kind of treatment may be necessary for superior sound. A friend of mine is an actor and voice actor in L.A. and in order for her to do remote auditions with the best sound quality she bought heavy moving blankets and made a fort baffle of them surrounding her in a small room, the blankets held up by heavy-duty stands (I think she borrowed some C-stands from somewhere).', ""If your recording isn’t live you can use audio plugins like Izotope RX, which have specific voice-related modules (RX has ‘Voice De-Noise’ and 'De-Reverb) which mitigates constant background noise."", 'Some electronics (refrigerators, hard drive, AC) impart noise too, so try to turn them off or get away from them.', 'I also have a Jabra wireless headset and I’ve been told by others on conference calls that the sound is better through my Jabra mic than the Yeti', 'Finally, GET CLOSE TO THE MIC. One reason the Jabra mic might sound better is because you’re closer to that mic. Bring the Yeti to nearly the same distance and you will probably find the audio quality to be much better.', 'Great tips. Thanks, @bowline! I’ve got some vacation time coming up next week and nowhere to go, so I’ll take up the project of sound deadening my room (and practicing bring the mic closer).', 'Powered by Discourse, best viewed with JavaScript enabled']"
5,544: The Notes Roundup,84,2408," July 28, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/544-the-notes-roundup/18259,"['mpubot', 'brettwignall', 'bowline', 'ismh', 'MitchWagner', 'apb123', 'kjw97', 'D_Rehak', 'KevinR', 'KevinR', 'ryanjamurphy', 'JKoopmans', 'Bmosbacker', 'Benjamin', 'krocnyc', 'krocnyc', 'MitchWagner', 'KillerWhale', 'onepointzero', 'quorm']","['The market for note taking applications is huge. There are options that just deal in plain-text, apps that serve as ""everything buckets,"" and still others focused on automation. This week, David and Stephen cover some of the better options out there.', 'Thanks for the episode! Sadly not much discussion of Devonthink for Notes? It’s far more powerful than any of the alternatives talked about, and was a sponsor of the episode…', 'As the podcast episode said at the outset they wanted to look at the apps which are the best in their category.  DevonThink is a good repository for saving, organizing, and recalling notes, but it’s lacking as a writing environment compared to the competition.', 'There’s another outline floating around for more hardcore research tools. DT falls into that category.', 'I’ve been on and off with Noteplan for almost a month. Currently on.', 'Totally agree. I am mainly using macOS and all my notes go into Devonthink.', 'In my humble opinion with the new menubar icon, and keyboard shortcut in Devonthink 3 it is one of the best in class on macOS for note taking.', 'Great episode. Sadly, I seem to change note apps almost as frequently as I change email apps  Was with Evernote for a long time. Then went to OneNote when we moved to Office 365 at work (where I often use a Windows laptop). Have tried Bear, Apple Notes, plain markdown files. Currently pretty heavily invested in Agenda and enjoying it, although performance is not great on my 2016 MacBook. Have Drafts also for a particular part of my workflow and love it.', 'Thinking of shifting to Ulysses for everything (except Drafts stuff). But still haven’t made my mind up.', 'I feel like I could post here again in 12 months and still not be 100% happy with whatever I am using for notes at that time. A first world problem, I know. I just wish I could settle on something and stick with it!', 'Well, I think this should have been a two-parter as this note-taking app area is one of the few that are seeing so much innovation and app development. A lot of good note apps did not make the cut…', 'NeboNoteshelfMilanoteMarginNote 3AgendaRocketbookScribzeeRemnote', 'And of courseObsidian… Roam Research’s competitor', 'Looks like there needs to be a sequel.', 'With David’s plain text past I was surprised that Obsidian wasn’t discussed as a plain text alternative to Roam…without the privacy issues, the price tag, or the demagogue.', 'It’s still in Beta but it’s already really great.', 'Same. I need a companion show to MPU called Mac Disciplined Users.', 'NotePlan 3, in beta, is looking great. NotePlan 2 can’t handle folders, but 3 will be able to.', 'But yes, like others here, I am sad that my current favourite (Obsidian) was missed. Part 2! Part 2! Part 2!', 'Awesome show!!And agree with @KevinR that Obsidian might have been mentioned', 'I use DevonThink extensively but it is not an ideal note taking app on the iPad. It is adequate on the Mac but the iOS applications need a lot of work. Because I take most of my notes during meetings on the iPad, I need a note application that is optimized for iPad notetaking. I think in that regard, DT falls short.', '@MacSparky mentioned using 1Password to generate unique tags for notes.  I’ve long used a text snippet that runs the below command to generate a GUID by typing gguid.  This would keep you from having to switch to another app.', ""uuidgen | tr -d '\\n' | tr '[:upper:]' '[:lower:]'  | pbcopy && pbpaste && echo"", 'I’ve made an alfred.app (my preferred text snippet provider) workflow available on github.  The above command should be usable in any text snippet app.', 'Ben', 'I’ve been flailing around for a comprehensive notes workflow since way back in heyday of Lotus Notes. (Yes, I’m old.) The journey is the destination, as they say.', 'Since Devonthink is my repository for everything, I decided to try using it as the repository for my “knowledge work” notes, too. I’ve been working my way through Kourosh Dini’s Taking Smart Notes with Devonthink, and I’m glad I ponied up the $$$ because it’s really helped me exploit the notes tools DTP has to offer, which are many, and which I never would have gotten around to sorting out on my own. Yeah, the UI isn’t very pretty, but when you’ve spent your formative years working with enterprise software from the DOS prompt, DTP is like Versailles.', 'Our hosts are absolutely correct that there’s no need to try to shoehorn every note into one app, so I’m doing some experimenting with Drafts, Bear, and Notebooks. Notebooks checks a couple of boxes: it uses standard file formats; my files aren’t stored in a proprietary database on someone else’s server; and it has folders and tags. Bear is very pretty, but I want folders.', 'With world enough and time, I’d love to give Obsidian a test drive. Roam, not so much, for the privacy and price tag issues if not for the demagogue.', 'There’s an old Merlin Mann trick for generating unique tags: Create a TextExpander snippet that generates a timestamp down to the second. YYYY-MM-DD-HH-MM-SS.', 'Another voice here using DT for notes. The beauty of this app is that it can do anything, from lightweight text management to insane heavy lifting. And the fact that you can open files in the app of your choice make it possibly the most powerful writing environment for Markdown. You don’t have to choose one app, you can use them all – design tables in TableFlip, structure documents in IA Writer, import them in Ulysses, enjoy the calmness of Typora.', 'Yes, it’s also a heavy research tool, but it works great as a notes app, and I think it had its place in that episode.', 'I use keyboard maestro for something similar.', 'I have a macro that triggers an insert of the following text:', 'Which on July 14th 2020 ( !) at 11:55 would generate:', 'Colin', 'Another voice here using DT for notes.', '', '@Kourosh’s recent book on “Taking Smart Notes with DEVONthink” is an excellent in-depth case study of getting the most out of DEVONthink’s note taking ability.', 'the most powerful writing environment for Markdown', 'Yes, Markdown, and RTF(D), and formatted notes, even HTML – all basic note types can be handled in a single application with DEVONthink.  (Excluding weirdly proprietary formats such as Apple Notes, which is basically a fortified island of an app.)', 'Powered by Discourse, best viewed with JavaScript enabled']"
6,537: The Photos Field Guide and Apple Photos,39,1057," July 27, 2020 ",https://talk.macpowerusers.com/u/mpubot,https://talk.macpowerusers.com/t/537-the-photos-field-guide-and-apple-photos/17423,"['mpubot', 'sgclark', 'solid0270', 'sgclark', 'swcoleman', 'DomBett', 'ismh', 'tomalmy', 'swcoleman', 'Timo', 'andreasl', 'sgclark', 'tomalmy', 'sgclark', 'drezha', 'tofumac', 'KirkS', 'MacSparky', 'jmay', 'bowline']","['From the early days of iPhoto to now, with Photos.app and iCloud, Apple has offered increasingly-robust photo management tools for its users. This episode, David and Stephen walk through the features and tools you should know about.', 'Really informative episode.  Photo and photo management are really important to me.  Like Stephen, I have been using Finder only for years and it has served its purpose but I may be ready to try a different approach.  I used to use Google’s Picasa and I loved how that app would not screw with your own personal folder organization/structure, and how that app was just a better interface to handle photos.  I don’t feel the same with Apple Photos…yet.', 'Similar to David, I have a massive photo library/collection spanning 20 years now.  Similar to Stephen (maybe it’s the name  ), I need to be able to access the actual photo images/files (JPG) and as noted,  have been using Finder/Folders forever to organize photos by year and, in my case, event/activity.  I create annual photo books for the family and being able to dig into the actual photos is important.', 'The other thing that just frustrates me about Apple Photos is that I feel like I am handing over my photo life and putting my photos in a ‘black hole’ since the Apple Photos organizes them on the ‘back end’ in such a nebulous method.   I basically need order and structure here.', 'I could write a few pages on different use cases where I need flexibility in my Photo manager and I won’t bore you with those.  To me, the big thing that I need to get past is giving up full control of my photo collection to Apple and this app.  I don’t know if I’m there yet.', 'I was looking for this in the episode but to no avail, maybe wasn’t listening closely enough. When Stephen says he’s switching from DropBox to full Photo workflow, does it mean all RAW are now kept also inside Photo?', 'Just curious how people are dealing with it. Keeping all RAW in Photo, or only keeping the developed/edited JPG in Photo while having RAW stored somewhere else outside Photo?', 'When Stephen says he’s switching from DropBox to full Photo workflow, does it mean all RAW are now kept also inside Photo?', 'That’s how I read/heard it too.  And that is the rub that keeps me away from Apple Photos.', 'Apple Photos does give the option to keep your folder structure as you defined it (as I noted, I organize my pix by Year > Event/Activity) however by choosing that option in Preferences, the app does not then sync those photos with iCloud.  So basically, they are forcing you to push all your photos into their method of file organization.  For me, that’s a show stopper.  Can someone convince me I’m wrong and that I’m looking at this via a 2005 lens?', 'Any suggestions on how to keep “family” photos in sync? If my wife and I go someplace we both take photos with our devices. It’s frustrating that we have to create shared albums and exchange photos with each other. It would be nice if there were a way to automatically share/sync photos.', 'Apple will tell you to use Shared Albums, but as they mention in the show, these are less than full resolution. What I want is a shared library from Apple. I get that not everyone will want to share all photos with a spouse, but my wife and I do. As I said on another thread, I’ve been searching for a solution for 13 years! What I have cobbled together is that Dropbox on my wife’s iPhone autosyncs all her photos to a shared folder. Hazel on my Mac imports them into Photos, then moves them to my NAS (for just-in-case safekeeping). It’s not perfect (there are occasional hiccups related to duplicates and other issues), but in general it’s worked okay. I would prefer an iCloud based solution and, like the complaint about lack of more free iCloud storage, it is my perennial complaint/request.', 'I generally don’t keep RAW images around unless it’s really special, in which case JPGs will go in Photos and RAW on an external drive or something.', 'I’ve bought the Field Guide mainly for my wife, and have turned on iCloud for her photos across her iPhone and iMac. However it just doesn’t work for me. I had used Aperture with photos external in a directory hierarchy, just buying into having it manage the photos just when Apple dropped Aperture! So I’ve moved to Lightroom. To handle syncing from my iPhone I had been using iCloud Photo Stream (which seems to be unmentioned in the Field Guide, at least as far as we’ve gotten) but now use Adobe’s cloud to transfer, with Lightroom on the iPhone.', 'It’s still a terrible mess. Pictures from here Photos and my Lightroom have to be manually exported and transferred to my server computer where they are typically shown using Plex.', 'I will have to take a look at this option. I suppose then we will have 2 copies of her photos but at least she can see them all in one place then.', 'I also use and like HoudahGeo, and I find using my iPhone as a tracker to be so convenient as to be worth the extra battery use. The only bummer is that one in ten trips the app stops recording, so you’re back to guesstimating where each photo was taken.', 'What is best practice re backup Photos if one doesn’t have a Mac but solely iOS/iPadOS?', 'So I added a couple of folders from my ‘Finder’ / folder based photo collection to Apple Photos (via my iMac) to sort of ‘dip my toe in the water’ with Apple Photos.  I then let them sync with iCloud as noted in the episode, and they eventually found their way to my iOS Photos app.  So all good.   As noted in the epsisode, love the ‘photo discovery’ tools embedded in Apple Photos!', 'However, when I then connected my iPhone to my iMac via Lightning cable to charge my phone, Apple Photos (on Desktop/iMac) now wants to import from my iPhone iOS Photos into my desktop Apple Photos all the photos that I originally added to Desktop Apple Photos via Finder, essentally trying to add hundreds of photos already in Apple Photos.', 'Is this how it works?  This makes no sense.  Is there a setting that needs to be adjusted that I am missing?!?  Will this be a never ending cycle if I add more of my ‘Finder’ based photo collection to Apple Photos?  If so, this is terrible UX.', 'Terrible time groking all of this myself, and sticking with other approaches. However three thoughts:', 'com_bjango_istatmenus_combined_and_Item-03758×692 338 KB', 'Yes, I am aligned with you on all of those points.  I do not have that #1 box checked.  I have not clicked the #2 “Import…” button.  As for the “Already Imported” indicator, what you’re saying was my thought too.  However, I think the situation is that Apple Photos (Desktop) and Apple Photos (iOS) are not connecting the dots that I first added those photos via iMac Desktop version of Apple Photos, which then synced with iCloud and added them to iOS Apple Photos.', 'I’ve had Photos and iCloud sync for them for a while, but I only had the Mac set to use it, as a backup. I also stored all my photos in a Year/Month folder structure within finder, as well as Photos. iPhone photos were uploaded to my Mac using Photosync, with HEIC files put in to Photos and JPG copies of them put in to finder.', 'However, going through the field guide, I’ve not gone all in with Photos, and have now created a smart album to have an album created that lists all images added to Photos since last date - I’ll then export these and Hazal will sort for me in to the finder backup for me.', 'I have made sure to turn off Dropbox uploading and Photosync, as these will upload the thumbnail images from the camera roll, as I have optimise phone storage turn on.', 'And on top of that, the photos put into a shared photo are ordered by when the photo was added, not taken. Unless I’m not seeing an option to change this. I find this to be bananas. It kills me!', '@MacSparky – I just wanted to say thanks for the great job you did on the Photos Field Guide. I purchased as soon as I saw it was released and I’ve watched every minute of it. Well done!', 'It really is two courses in one and very thorough. Also, your primary model for the guide is gorgeous. I bet it was fun working with her', 'Thanks @KirkS! This one took much longer to put together than you’d think.', 'One thing I’m still confused about with photos on iCloud: is it absolutely necessary to forever maintain a paid iCloud account with enough storage for all your photos (+videos)? And as our collections grow over time, needing to pay incrementally more to Apple every month forever? I don’t might a reasonable fee for a cloud storage service, but permanently-growing lock-in pricing is not OK.', 'You can initiate selective sync from your Mac, not iOS; it is not a prominent or obvious feature.', ""A reader wants to reduce her iCloud Photo Library size as she's run out of her purchased storage. There's a workaround."", 'The trick is using the Referenced File feature, which is a preference you can toggle at will inside the app.', 'Powered by Discourse, best viewed with JavaScript enabled']"
